date,location,total_cases,new_cases,total_deaths,population,cases_per_million,MA7,death_rate
2020-02-02,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-03,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-04,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-05,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-06,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-07,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-08,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-09,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-10,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-11,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-12,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-13,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-14,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-15,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-16,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-17,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-18,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-19,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-20,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-21,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-22,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-23,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-24,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-25,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-26,Brazil,1.0,1.0,0.0,212559409.0,0.004704567088817978,0.14285714285714285,0.0
2020-02-27,Brazil,1.0,0.0,0.0,212559409.0,0.004704567088817978,0.14285714285714285,0.0
2020-02-28,Brazil,1.0,0.0,0.0,212559409.0,0.004704567088817978,0.14285714285714285,0.0
2020-02-29,Brazil,1.0,0.0,0.0,212559409.0,0.004704567088817978,0.14285714285714285,0.0
2020-03-01,Brazil,2.0,1.0,0.0,212559409.0,0.009409134177635956,0.2857142857142857,0.0
2020-03-02,Brazil,2.0,0.0,0.0,212559409.0,0.009409134177635956,0.2857142857142857,0.0
2020-03-03,Brazil,2.0,0.0,0.0,212559409.0,0.009409134177635956,0.2857142857142857,0.0
2020-03-04,Brazil,2.0,0.0,0.0,212559409.0,0.009409134177635956,0.14285714285714285,0.0
2020-03-05,Brazil,3.0,1.0,0.0,212559409.0,0.014113701266453936,0.2857142857142857,0.0
2020-03-06,Brazil,8.0,5.0,0.0,212559409.0,0.03763653671054382,1.0,0.0
2020-03-07,Brazil,13.0,5.0,0.0,212559409.0,0.061159372154633726,1.7142857142857142,0.0
2020-03-08,Brazil,13.0,0.0,0.0,212559409.0,0.061159372154633726,1.5714285714285714,0.0
2020-03-09,Brazil,25.0,12.0,0.0,212559409.0,0.11761417722044946,3.2857142857142856,0.0
2020-03-10,Brazil,25.0,0.0,0.0,212559409.0,0.11761417722044946,3.2857142857142856,0.0
2020-03-11,Brazil,34.0,9.0,0.0,212559409.0,0.15995528101981127,4.571428571428571,0.0
2020-03-12,Brazil,52.0,18.0,0.0,212559409.0,0.2446374886185349,7.0,0.0
2020-03-13,Brazil,77.0,25.0,0.0,212559409.0,0.3622516658389843,9.857142857142858,0.0
2020-03-14,Brazil,98.0,21.0,0.0,212559409.0,0.4610475747041619,12.142857142857142,0.0
2020-03-15,Brazil,121.0,23.0,0.0,212559409.0,0.5692526177469753,15.428571428571429,0.0
2020-03-16,Brazil,200.0,79.0,0.0,212559409.0,0.9409134177635957,25.0,0.0
2020-03-17,Brazil,234.0,34.0,0.0,212559409.0,1.1008686987834069,29.857142857142858,0.0
2020-03-18,Brazil,291.0,57.0,1.0,212559409.0,1.3690290228460318,36.714285714285715,0.003436426116838488
2020-03-19,Brazil,428.0,137.0,4.0,212559409.0,2.0135547140140946,53.714285714285715,0.009345794392523364
2020-03-20,Brazil,621.0,193.0,6.0,212559409.0,2.921536162155965,77.71428571428571,0.00966183574879227
2020-03-21,Brazil,904.0,283.0,11.0,212559409.0,4.252928648291452,115.14285714285714,0.012168141592920354
2020-03-22,Brazil,1128.0,224.0,18.0,212559409.0,5.306751676186679,143.85714285714286,0.015957446808510637
2020-03-23,Brazil,1546.0,418.0,25.0,212559409.0,7.273260719312595,192.28571428571428,0.016170763260025874
2020-03-24,Brazil,1891.0,345.0,34.0,212559409.0,8.896336364954797,236.71428571428572,0.017979904812268643
2020-03-25,Brazil,2201.0,310.0,46.0,212559409.0,10.354752162488369,272.85714285714283,0.020899591094956836
2020-03-26,Brazil,2433.0,232.0,57.0,212559409.0,11.446211727094141,286.42857142857144,0.02342786683107275
2020-03-27,Brazil,2915.0,482.0,77.0,212559409.0,13.713813063904407,327.7142857142857,0.026415094339622643
2020-03-28,Brazil,3417.0,502.0,92.0,212559409.0,16.075505742491032,359.0,0.026924202516827627
2020-03-29,Brazil,3904.0,487.0,114.0,212559409.0,18.36662991474539,396.57142857142856,0.02920081967213115
2020-03-30,Brazil,4256.0,352.0,136.0,212559409.0,20.022637530009316,387.14285714285717,0.03195488721804511
2020-03-31,Brazil,4579.0,323.0,159.0,212559409.0,21.542212699697522,384.0,0.034723738807599915
2020-04-01,Brazil,5717.0,1138.0,201.0,212559409.0,26.896010046772382,502.2857142857143,0.035158299807591394
2020-04-02,Brazil,6836.0,1119.0,241.0,212559409.0,32.160420619159694,629.0,0.035254534815681686
2020-04-03,Brazil,7910.0,1074.0,299.0,212559409.0,37.21312567255021,713.5714285714286,0.037800252844500636
2020-04-04,Brazil,9056.0,1146.0,359.0,212559409.0,42.604559556335616,805.5714285714286,0.03964222614840989
2020-04-05,Brazil,10278.0,1222.0,432.0,212559409.0,48.35354053887118,910.5714285714286,0.04203152364273205
2020-04-06,Brazil,11130.0,852.0,486.0,212559409.0,52.3618316985441,982.0,0.04366576819407008
2020-04-07,Brazil,12056.0,926.0,553.0,212559409.0,56.718260822789546,1068.142857142857,0.045869276708692765
2020-04-08,Brazil,13717.0,1661.0,667.0,212559409.0,64.53254675731621,1142.857142857143,0.048625792811839326
2020-04-09,Brazil,15927.0,2210.0,800.0,212559409.0,74.92964002360394,1298.7142857142858,0.05022917059082062
2020-04-10,Brazil,17857.0,1930.0,941.0,212559409.0,84.00945450502263,1421.0,0.05269642157137257
2020-04-11,Brazil,19638.0,1781.0,1056.0,212559409.0,92.38828849020746,1511.7142857142858,0.05377329666972197
2020-04-12,Brazil,20727.0,1089.0,1124.0,212559409.0,97.51156204993023,1492.7142857142858,0.05422878371206639
2020-04-13,Brazil,22169.0,1442.0,1223.0,212559409.0,104.29554779200576,1577.0,0.0551671252650097
2020-04-14,Brazil,23430.0,1261.0,1328.0,212559409.0,110.22800689100524,1624.857142857143,0.05667947076397781
2020-04-15,Brazil,25262.0,1832.0,1532.0,212559409.0,118.84677379771976,1649.2857142857142,0.06064444620378434
2020-04-16,Brazil,28320.0,3058.0,1736.0,212559409.0,133.23333995532514,1770.4285714285713,0.06129943502824859
2020-04-17,Brazil,30425.0,2105.0,1924.0,212559409.0,143.136453677287,1795.4285714285713,0.06323746918652424
2020-04-18,Brazil,33682.0,3257.0,2141.0,212559409.0,158.45922868556715,2006.2857142857142,0.06356510896027552
2020-04-19,Brazil,36599.0,2917.0,2347.0,212559409.0,172.18245088364918,2267.4285714285716,0.06412743517582448
2020-04-20,Brazil,38654.0,2055.0,2462.0,212559409.0,181.85033625117015,2355.0,0.06369327883272106
2020-04-21,Brazil,40581.0,1927.0,2575.0,212559409.0,190.9160370313224,2450.1428571428573,0.06345334023311403
2020-04-22,Brazil,43079.0,2498.0,2741.0,212559409.0,202.66804561918968,2545.285714285714,0.06362728939854685
2020-04-23,Brazil,45757.0,2678.0,2906.0,212559409.0,215.26687628304424,2491.0,0.0635094083965295
2020-04-24,Brazil,49492.0,3735.0,3313.0,212559409.0,232.8384343597794,2723.8571428571427,0.06694011153317708
2020-04-25,Brazil,52995.0,3503.0,3670.0,212559409.0,249.31853287190876,2759.0,0.06925181620907633
2020-04-26,Brazil,58509.0,5514.0,4016.0,212559409.0,275.2595157996511,3130.0,0.06863901280144935
2020-04-27,Brazil,61888.0,3379.0,4205.0,212559409.0,291.156247992767,3319.1428571428573,0.06794532057911065
2020-04-28,Brazil,66501.0,4613.0,4543.0,212559409.0,312.8584159734844,3702.8571428571427,0.06831476218402731
2020-04-29,Brazil,71886.0,5385.0,5017.0,212559409.0,338.1925097467692,4115.285714285715,0.06979105806415714
2020-04-30,Brazil,78162.0,6276.0,5466.0,212559409.0,367.71837279619086,4629.285714285715,0.06993168035618332
2020-05-01,Brazil,85380.0,7218.0,5901.0,212559409.0,401.675938043279,5126.857142857143,0.0691145467322558
2020-05-02,Brazil,91589.0,6209.0,6329.0,212559409.0,430.8865950977498,5513.428571428572,0.06910218476017863
2020-05-03,Brazil,96559.0,4970.0,6750.0,212559409.0,454.26829352917514,5435.714285714285,0.0699054464110026
2020-05-04,Brazil,101147.0,4588.0,7025.0,212559409.0,475.85284733267207,5608.428571428572,0.06945336984784521
2020-05-05,Brazil,107780.0,6633.0,7321.0,212559409.0,507.05824083280174,5897.0,0.06792540359992577
2020-05-06,Brazil,114715.0,6935.0,7921.0,212559409.0,539.6844135937545,6118.428571428572,0.0690493832541516
2020-05-07,Brazil,125218.0,10503.0,8536.0,212559409.0,589.0964817276097,6722.285714285715,0.06816911306681148
2020-05-08,Brazil,135106.0,9888.0,9146.0,212559409.0,635.6152411018418,7103.714285714285,0.06769499504093082
2020-05-09,Brazil,145328.0,10222.0,9897.0,212559409.0,683.7053258837392,7677.0,0.06810112297698998
2020-05-10,Brazil,155939.0,10611.0,10627.0,212559409.0,733.6254872631868,8482.857142857143,0.06814844266027101
2020-05-11,Brazil,162699.0,6760.0,11123.0,212559409.0,765.4283607835963,8793.142857142857,0.06836550931474686
2020-05-12,Brazil,168331.0,5632.0,11519.0,212559409.0,791.9244826278192,8650.142857142857,0.06843065151398138
2020-05-13,Brazil,177589.0,9258.0,12400.0,212559409.0,835.479364736096,8982.0,0.06982414451345523
2020-05-14,Brazil,188974.0,11385.0,13149.0,212559409.0,889.0408610422887,9108.0,0.06958100056092373
2020-05-15,Brazil,202918.0,13944.0,13993.0,212559409.0,954.6413445287665,9687.42857142857,0.06895888979784938
2020-05-16,Brazil,218223.0,15305.0,14817.0,212559409.0,1026.6447438231257,10413.57142857143,0.0678984341705503
2020-05-17,Brazil,233142.0,14919.0,15633.0,212559409.0,1096.832180221201,11029.0,0.06705355534395346
2020-05-18,Brazil,241080.0,7938.0,16118.0,212559409.0,1134.1770337722382,11197.285714285714,0.06685747469719595
2020-05-19,Brazil,254220.0,13140.0,16792.0,212559409.0,1195.9950453193064,12269.857142857143,0.06605302493902919
2020-05-20,Brazil,271628.0,17408.0,17971.0,212559409.0,1277.89214920145,13434.142857142857,0.06616033693139146
2020-05-21,Brazil,291579.0,19951.0,18859.0,212559409.0,1371.7529671904572,14657.857142857143,0.06467886919153985
2020-05-22,Brazil,310087.0,18508.0,20047.0,212559409.0,1458.8250948703003,15309.857142857143,0.0646495983385308
2020-05-23,Brazil,330890.0,20803.0,21048.0,212559409.0,1556.6942040189808,16095.285714285714,0.06361026322947202
2020-05-24,Brazil,347398.0,16508.0,22013.0,212559409.0,1634.357197521188,16322.285714285714,0.06336536191918203
2020-05-25,Brazil,363211.0,15813.0,22666.0,212559409.0,1708.7505168966668,17447.285714285714,0.06240449766113912
2020-05-26,Brazil,374898.0,11687.0,23473.0,212559409.0,1763.7327924636825,17239.714285714286,0.06261169704826379
2020-05-27,Brazil,391222.0,16324.0,24512.0,212559409.0,1840.530145621547,17084.85714285714,0.06265496316669308
2020-05-28,Brazil,411821.0,20599.0,25598.0,212559409.0,1937.4395230841085,17177.428571428572,0.06215807353194713
2020-05-29,Brazil,438238.0,26417.0,26754.0,212559409.0,2061.720071869413,18307.285714285714,0.06104901902619125
2020-05-30,Brazil,465166.0,26928.0,27878.0,212559409.0,2188.4046544371035,19182.285714285714,0.05993129334474145
2020-05-31,Brazil,498440.0,33274.0,28834.0,212559409.0,2344.944419750433,21577.428571428572,0.05784848728031458
2020-06-01,Brazil,514849.0,16409.0,29314.0,212559409.0,2422.1416611108475,21662.571428571428,0.056937082523225255
2020-06-02,Brazil,526447.0,11598.0,29937.0,212559409.0,2476.7052302069583,21649.85714285714,0.056866123275467424
2020-06-03,Brazil,555383.0,28936.0,31199.0,212559409.0,2612.836583488995,23451.571428571428,0.05617564815631735
2020-06-04,Brazil,584016.0,28633.0,32548.0,212559409.0,2747.5424529431207,24599.285714285714,0.055731349826032166
2020-06-05,Brazil,614932.0,30916.0,34021.0,212559409.0,2892.9888490610174,25242.0,0.05532481640246401
2020-06-06,Brazil,645762.0,30830.0,35026.0,212559409.0,3038.0306524092753,25799.428571428572,0.05423979732471096
2020-06-07,Brazil,672837.0,27075.0,35930.0,212559409.0,3165.406806339022,24913.85714285714,0.0534007493642591
2020-06-08,Brazil,691758.0,18921.0,36455.0,212559409.0,3254.421920226547,25272.714285714286,0.05269906528005459
2020-06-09,Brazil,707412.0,15654.0,37134.0,212559409.0,3328.067213434904,25852.14285714286,0.05249274821461892
2020-06-10,Brazil,739503.0,32091.0,38406.0,212559409.0,3479.041475882161,26302.85714285714,0.05193488058871972
2020-06-11,Brazil,772416.0,32913.0,39680.0,212559409.0,3633.8828924764275,26914.285714285714,0.05137128179633772
2020-06-12,Brazil,802828.0,30412.0,40919.0,212559409.0,3776.95818678156,26842.285714285714,0.05096857608354467
2020-06-13,Brazil,828810.0,25982.0,41828.0,212559409.0,3899.192248883229,26149.714285714286,0.05046753779515208
2020-06-14,Brazil,850514.0,21704.0,42720.0,212559409.0,4001.3001729789344,25382.428571428572,0.05022845009018076
2020-06-15,Brazil,867624.0,17110.0,43332.0,212559409.0,4081.79531586861,25123.714285714286,0.04994329340820448
2020-06-16,Brazil,888271.0,20647.0,43959.0,212559409.0,4178.930512551435,25837.0,0.04948827553753303
2020-06-17,Brazil,923189.0,34918.0,45241.0,212559409.0,4343.204586158781,26240.85714285714,0.04900513329339929
2020-06-18,Brazil,955377.0,32188.0,46510.0,212559409.0,4494.635191613654,26137.285714285714,0.0486823526210072
2020-06-19,Brazil,978142.0,22765.0,47748.0,212559409.0,4601.734661390595,25044.85714285714,0.048814998231340646
2020-06-20,Brazil,1032913.0,54771.0,48954.0,212559409.0,4859.408505412244,29157.571428571428,0.04739411741356726
2020-06-21,Brazil,1067579.0,34666.0,49976.0,212559409.0,5022.497028113209,31009.285714285714,0.046812460717192826
2020-06-22,Brazil,1085038.0,17459.0,50617.0,212559409.0,5104.634064916882,31059.14285714286,0.04664997907907373
2020-06-23,Brazil,1106470.0,21432.0,51271.0,212559409.0,5205.462346764429,31171.285714285714,0.046337451535061955
2020-06-24,Brazil,1145906.0,39436.0,52645.0,212559409.0,5390.991654479055,31816.714285714286,0.045941813726431316
2020-06-25,Brazil,1188631.0,42725.0,53830.0,212559409.0,5591.994283348802,33322.0,0.04528739364865968
2020-06-26,Brazil,1228114.0,39483.0,54971.0,212559409.0,5777.744705716603,35710.28571428572,0.04476050268948974
2020-06-27,Brazil,1274974.0,46860.0,55961.0,212559409.0,5998.200719498613,34580.142857142855,0.04389187544216588
2020-06-28,Brazil,1313667.0,38693.0,57070.0,212559409.0,6180.234533866247,35155.42857142857,0.04344327748204073
2020-06-29,Brazil,1344143.0,30476.0,57622.0,212559409.0,6323.610920465064,37015.0,0.04286895069944195
2020-06-30,Brazil,1368195.0,24052.0,58314.0,212559409.0,6436.765168085313,37389.28571428572,0.04262111760385033
2020-07-01,Brazil,1402041.0,33846.0,59594.0,212559409.0,6595.995945773447,36590.71428571428,0.042505176382145744
2020-07-02,Brazil,1448753.0,46712.0,60632.0,212559409.0,6815.755683626312,37160.28571428572,0.04185116441519017
2020-07-03,Brazil,1496858.0,48105.0,61884.0,212559409.0,7042.068883433902,38392.0,0.04134259896396318
2020-07-04,Brazil,1539081.0,42223.0,63174.0,212559409.0,7240.709819625063,37729.57142857143,0.0410465725975436
2020-07-05,Brazil,1577004.0,37923.0,64265.0,212559409.0,7419.121117334307,37619.57142857143,0.04075132339550185
2020-07-06,Brazil,1603055.0,26051.0,64867.0,212559409.0,7541.679794565104,36987.42857142857,0.04046461287978267
2020-07-07,Brazil,1623284.0,20229.0,65487.0,212559409.0,7636.848482204803,36441.28571428572,0.040342293769913336
2020-07-08,Brazil,1668589.0,45305.0,66741.0,212559409.0,7849.988894163702,38078.28571428572,0.03999846576958137
2020-07-09,Brazil,1713160.0,44571.0,67964.0,212559409.0,8059.676153879407,37772.42857142857,0.03967171776132994
2020-07-10,Brazil,1755779.0,42619.0,69184.0,212559409.0,8260.18009863774,36988.71428571428,0.03940359236555398
2020-07-11,Brazil,1800827.0,45048.0,70398.0,212559409.0,8472.111436854813,37392.28571428572,0.039092039379685
2020-07-12,Brazil,1839850.0,39023.0,71469.0,212559409.0,8655.697758361757,37549.42857142857,0.03884501453922874
2020-07-13,Brazil,1864681.0,24831.0,72100.0,212559409.0,8772.516863744197,37375.142857142855,0.03866613109695439
2020-07-14,Brazil,1884967.0,20286.0,72833.0,212559409.0,8867.953711707958,37383.28571428572,0.03863887272297075
2020-07-15,Brazil,1926824.0,41857.0,74133.0,212559409.0,9064.872776344611,36890.71428571428,0.038474193802859005
2020-07-16,Brazil,1966748.0,39924.0,75366.0,212559409.0,9252.697912798581,36226.857142857145,0.03832011015137679
2020-07-17,Brazil,2012151.0,45403.0,76688.0,212559409.0,9466.299372332183,36624.57142857143,0.038112447823249844
2020-07-18,Brazil,2046328.0,34177.0,77851.0,212559409.0,9627.087361726715,35071.57142857143,0.038044243151635515
2020-07-19,Brazil,2074860.0,28532.0,78772.0,212559409.0,9761.318069904872,33572.857142857145,0.0379649711305823
2020-07-20,Brazil,2098389.0,23529.0,79488.0,212559409.0,9872.011828937668,33386.857142857145,0.0378804883174664
2020-07-21,Brazil,2118646.0,20257.0,80120.0,212559409.0,9967.312244455854,33382.71428571428,0.03781660551125578
2020-07-22,Brazil,2159654.0,41008.0,81487.0,212559409.0,10160.237131634101,33261.42857142857,0.0377315069913977
2020-07-23,Brazil,2227514.0,67860.0,82771.0,212559409.0,10479.489054281292,37252.28571428572,0.03715846454837096
2020-07-24,Brazil,2287475.0,59961.0,84082.0,212559409.0,10761.579601493906,39332.0,0.036757560191914666
2020-07-25,Brazil,2343366.0,55891.0,85238.0,212559409.0,11024.522560655032,42434.0,0.036374172877817634
2020-07-26,Brazil,2394513.0,51147.0,86449.0,212559409.0,11265.147053546803,45664.71428571428,0.036102957052227325
2020-07-27,Brazil,2419091.0,24578.0,87004.0,212559409.0,11380.775903455773,45814.57142857143,0.03596557549922678
2020-07-28,Brazil,2442375.0,23284.0,87618.0,212559409.0,11490.31704355181,46247.0,0.03587409795793029
2020-07-29,Brazil,2483191.0,40816.0,88539.0,212559409.0,11682.338653849005,46219.57142857143,0.03565533219152292
2020-07-30,Brazil,2552265.0,69074.0,90134.0,212559409.0,12007.301920942016,46393.0,0.03531529837223016
2020-07-31,Brazil,2610102.0,57837.0,91263.0,212559409.0,12279.399967657982,46089.57142857143,0.03496530020665859
2020-08-01,Brazil,2662485.0,52383.0,92475.0,212559409.0,12525.839305471536,45588.42857142857,0.0347325900427608
2020-08-02,Brazil,2707877.0,45392.0,93563.0,212559409.0,12739.389014767161,44766.28571428572,0.03455216023475217
2020-08-03,Brazil,2733677.0,25800.0,94104.0,212559409.0,12860.766845658665,44940.857142857145,0.03442396449909774
2020-08-04,Brazil,2750318.0,16641.0,94665.0,212559409.0,12939.055546583684,43991.857142857145,0.03441965619975581
2020-08-05,Brazil,2801921.0,51603.0,95819.0,212559409.0,13181.825322067958,45532.857142857145,0.03419760942581893
2020-08-06,Brazil,2859073.0,57152.0,97256.0,212559409.0,13450.700740328084,43829.71428571428,0.03401662007231015
2020-08-07,Brazil,2912212.0,53139.0,98493.0,212559409.0,13700.696730860784,43158.57142857143,0.03382068338431406
2020-08-08,Brazil,2962442.0,50230.0,99572.0,212559409.0,13937.007135732109,42851.0,0.03361145973490789
2020-08-09,Brazil,3012412.0,49970.0,100477.0,212559409.0,14172.094353160344,43505.0,0.03335433532996151
2020-08-10,Brazil,3035422.0,23010.0,101049.0,212559409.0,14280.346441874046,43106.42857142857,0.03328993464500159
2020-08-11,Brazil,3057470.0,22048.0,101752.0,212559409.0,14384.072737048304,43878.857142857145,0.033279803236008855
2020-08-12,Brazil,3109630.0,52160.0,103026.0,212559409.0,14629.46295640105,43958.42857142857,0.03313127285239723
2020-08-13,Brazil,3164785.0,55155.0,104201.0,212559409.0,14888.943354184807,43673.142857142855,0.032925143414165574
2020-08-14,Brazil,3224876.0,60091.0,105463.0,212559409.0,15171.645495118968,44666.28571428572,0.03270296284260232
2020-08-15,Brazil,3275520.0,50644.0,106523.0,212559409.0,15409.903590765065,44725.42857142857,0.0325209432395467
2020-08-16,Brazil,3317096.0,41576.0,107232.0,212559409.0,15605.50067204976,43526.28571428572,0.032327071631330535
2020-08-17,Brazil,3340197.0,23101.0,107852.0,212559409.0,15714.180876368546,43539.28571428572,0.032289113486420114
2020-08-18,Brazil,3359570.0,19373.0,108536.0,212559409.0,15805.322454580217,43157.142857142855,0.0323065154171516
2020-08-19,Brazil,3407354.0,47784.0,109888.0,212559409.0,16030.125488352296,42532.0,0.03225024461796456
2020-08-20,Brazil,3456652.0,49298.0,111100.0,212559409.0,16262.051236696841,41695.28571428572,0.03214092711675922
2020-08-21,Brazil,3501975.0,45323.0,112304.0,212559409.0,16475.27633086334,39585.57142857143,0.03206876119903768
2020-08-22,Brazil,3532330.0,30355.0,113358.0,212559409.0,16618.083464844407,36687.142857142855,0.03209156562382337
2020-08-23,Brazil,3582362.0,50032.0,114250.0,212559409.0,16853.462365432148,37895.142857142855,0.03189236598646368
2020-08-24,Brazil,3605783.0,23421.0,114744.0,212559409.0,16963.64803121936,37940.857142857145,0.0318222144815703
2020-08-25,Brazil,3622861.0,17078.0,115309.0,212559409.0,17043.99262796219,37613.0,0.031828160119861074
2020-08-26,Brazil,3669995.0,47134.0,116580.0,212559409.0,17265.737693126535,37520.142857142855,0.0317657108524671
2020-08-27,Brazil,3717156.0,47161.0,117665.0,212559409.0,17487.60978160228,37214.857142857145,0.031654576778590945
2020-08-28,Brazil,3761391.0,44235.0,118649.0,212559409.0,17695.716306776143,37059.42857142857,0.03154391553550269
2020-08-29,Brazil,3804803.0,43412.0,119504.0,212559409.0,17899.95097323591,38924.71428571428,0.031408722081011815
2020-08-30,Brazil,3846153.0,41350.0,120462.0,212559409.0,18094.484822358532,37684.42857142857,0.031320126890427916
2020-08-31,Brazil,3862311.0,16158.0,120828.0,212559409.0,18170.501217379653,36646.857142857145,0.031283860880182875
2020-09-01,Brazil,3908272.0,45961.0,121381.0,212559409.0,18386.72782534882,40773.0,0.031057459665038666
2020-09-02,Brazil,3950931.0,42659.0,122596.0,212559409.0,18587.419952790704,40133.71428571428,0.031029648455009717
2020-09-03,Brazil,3997865.0,46934.0,123780.0,212559409.0,18808.224104537287,40101.28571428572,0.030961525714350034
2020-09-04,Brazil,4041638.0,43773.0,124614.0,212559409.0,19014.157119716117,40035.28571428572,0.030832548585499244
2020-09-05,Brazil,4092832.0,51194.0,125521.0,212559409.0,19255.002727261064,41147.0,0.030668495555155943
2020-09-06,Brazil,4123000.0,30168.0,126203.0,212559409.0,19396.930107196527,39549.57142857143,0.030609507640067913
2020-09-07,Brazil,4137521.0,14521.0,126650.0,212559409.0,19465.24512589325,39315.71428571428,0.030610116540798222
2020-09-08,Brazil,4147794.0,10273.0,126960.0,212559409.0,19513.575143596678,34217.42857142857,0.030609041818373817
2020-09-09,Brazil,4162073.0,14279.0,127464.0,212559409.0,19580.75165705791,30163.14285714286,0.03062512358625137
2020-09-10,Brazil,4197889.0,35816.0,128539.0,212559409.0,19749.250431911012,28574.85714285714,0.030619913961517326
2020-09-11,Brazil,4238446.0,40557.0,129522.0,212559409.0,19940.053559332206,28115.428571428572,0.03055884161317615
2020-09-12,Brazil,4282164.0,43718.0,130396.0,212559409.0,20145.72782332115,27047.428571428572,0.030450958907692467
2020-09-13,Brazil,4315687.0,33523.0,131210.0,212559409.0,20303.439025839594,27526.714285714286,0.030403038959961645
2020-09-14,Brazil,4330455.0,14768.0,131625.0,212559409.0,20372.91607260726,27562.0,0.030395189420049394
2020-09-15,Brazil,4345610.0,15155.0,132006.0,212559409.0,20444.213786838296,28259.428571428572,0.030376863087115503
2020-09-16,Brazil,4382263.0,36653.0,133119.0,212559409.0,20616.650284344738,31455.714285714286,0.03037677108836234
2020-09-17,Brazil,4419083.0,36820.0,134106.0,212559409.0,20789.872444555018,31599.14285714286,0.030347019958665632
2020-09-18,Brazil,4455386.0,36303.0,134935.0,212559409.0,20960.662343580378,30991.428571428572,0.030285815864214683
2020-09-19,Brazil,4495183.0,39797.0,135793.0,212559409.0,21147.890000014067,30431.285714285714,0.03020855880617096
2019-12-31,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-01,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-02,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-03,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-04,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-05,India,0.0,0.0,0.0,1380004385.0,0.0,,
2020-01-06,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-07,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-08,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-09,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-10,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-11,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-12,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-13,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-14,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-15,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-16,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-17,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-18,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-19,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-20,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-21,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-22,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-23,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-24,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-25,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-26,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-27,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-28,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-29,India,0.0,0.0,0.0,1380004385.0,0.0,0.0,
2020-01-30,India,1.0,1.0,0.0,1380004385.0,0.0007246353786042499,0.14285714285714285,0.0
