date,location,total_cases,new_cases,total_deaths,population,cases_per_million,MA7,death_rate
2019-12-31,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-01,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-02,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-03,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-04,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-05,Brazil,0.0,0.0,0.0,212559409.0,0.0,,
2020-01-06,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-07,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-08,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-09,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-10,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-11,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-12,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-13,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-14,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-15,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-16,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-17,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-18,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-19,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-20,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-21,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-22,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-23,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-24,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-25,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-26,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-27,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-28,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-29,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-30,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-01-31,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
2020-02-01,Brazil,0.0,0.0,0.0,212559409.0,0.0,0.0,
